IBGE,NU_IDENTIFICADOR,municipio,uf,data_implementacao_unidade,Latitude,Longitude,natureza_unidade,custo_manutencao,servico_regulamentado,ano_implementacao_servico,subsidio_valor_mensal,subsidio_itens_manutencao,subsidio_mobiliario_transporte,subsidio_isencao_imposto_taxa,subsidio_outros,subsidio_nao_repassa,subsidio_outros_quais,fam_aceita_vinculo_irmaos,qtd_criancas_acolhidas,qtd_criancas_acolhidas_12meses,qtd_masc_0_2,qtd_masc_3_5,qtd_masc_6_11,qtd_masc_12_13,qtd_masc_14_15,qtd_masc_16_17,qtd_masc_acima_18,qtd_masc_total,qtd_fem_0_2,qtd_fem_3_5,qtd_fem_6_11,qtd_fem_12_13,qtd_fem_14_15,qtd_fem_16_17,qtd_fem_acima_18,qtd_refugiados_imigrantes,qtd_venezuelanos,qtd_criancas_tempo_servico_menos_1mes,qtd_criancas_tempo_servico_1_3meses,qtd_criancas_tempo_servico_4_6meses,qtd_criancas_tempo_servico_7_12meses,qtd_criancas_tempo_servico_13_18meses,qtd_criancas_tempo_servico_19_24meses,qtd_criancas_tempo_servico_25_48meses,qtd_criancas_tempo_servico_49_72meses,qtd_criancas_tempo_mais_72meses,qtd_criancas_deficiencia,qtd_criancas_transt_sofri_psiquico,qtd_criancas_necessidade_especial,qtd_adoles_socioeducativo,qtd_criancas_traj_de_rua,qtd_criancas_indigenas,qtd_criancas_outros_povos_trad,qtd_criancas_dependencia_drogas,qtd_criancas_gestantes,qtd_criancas_pretas,qtd_criancas_pardas,qtd_criancas_brancas,qtd_criancas_amarelas,qtd_criancas_raca_indigenas,qtd_motivo_entrega_voluntaria_adocao,qtd_motivo_orfandade,qtd_motivo_abandono,qtd_motivo_pais_usuarios,qtd_motivo_pais_com_deficiencia,qtd_motivo_pais_transt_sofri_psiquicos,qtd_motivo_pais_ausentes_doenca,qtd_motivo_pais_prisao_ou_internacao,qtd_motivo_violencia_domestica_fisica,qtd_motivo_violencia_domestica_psicologica,qtd_motivo_abuso_sex_intrafamiliar,qtd_motivo_exploracao_sex,qtd_motivo_conflito_familiar,qtd_motivo_exploracao_trabalho,qtd_motivo_pais_cond_especif_saude,qtd_motivo_pais_s_condicoes_depend_quim,qtd_motivo_ameaca_morte,qtd_motivo_situacao_rua,qtd_motivo_negligencia_familia,qtd_motivo_fam_situacao_rua,qtd_motivo_fam_moradia_insalubre,qtd_motivo_fam_carencia_rec_materiais,qtd_oriundos_pbf,qtd_oriundos_fam_menos_1sm,divulgacao_outdoors_busdoors,divulgacao_materiais_grande_circ,divulgacao_radio_tv_impressa,divulgacao_eventos_palestras,divulgacao_redes_sociais,divulgacao_articulacao_liderancas,divulgacao_outros,divulgacao_nao_faz,divulgacao_outros_quais,ch_capacitacao_inicial,selecao_fam_reunioes,selecao_fam_analise_doc,selecao_fam_entrevistas,selecao_fam_visitas_domiciliares,selecao_fam_outros,selecao_fam_nao_faz,selecao_fam_outros_quais,capac_ini_conti_fam_encontros_grupos,capac_ini_conti_fam_encontros_indivi,capac_ini_conti_fam_paletras,capac_ini_conti_fam_rodas_conversa,capac_ini_conti_fam_outros,capac_ini_conti_fam_nao_faz,capac_ini_conti_fam_outros_quais,acompanhamento_fam_aprox_supervi,acompanhamento_fam_visitas_domicil,acompanhamento_fam_aten_psicoss,acompanhamento_fam_contato_tel,acompanhamento_fam_outros,acompanhamento_fam_outros_quais,ativi_sistematicas_atend_psicosso_indivi,ativi_sistematicas_escuta_qualific,ativi_sistematicas_acompanh_escolar,ativi_sistematicas_acompanh_saude,ativi_sistematicas_encaminhc_docs,ativi_sistematicas_encaminhc_qualif_prof,ativi_sistematicas_identifi_fam_nat_exten,ativi_sistematicas_viabili_encon_fam_ori,ativi_sistematicas_constr_plano_acomp_fam_ori,ativi_sistematicas_atend_psicosso_indiv_fam_ori,ativi_sistematicas_reunioes_fam_ori,ativi_sistematicas_entrevis_fam_ori,ativi_sistematicas_visi_domic_fam_ori,ativi_sistematicas_genograma_ecomapa,ativi_sistematicas_relat_trimes_judic,ativi_sistematicas_estudo_caso,ativi_sistematicas_encaminhc_rede,ativi_sistematicas_discuss_casos_rede,ativi_sistematicas_outros,ativi_sistematicas_nao_faz,ativi_sistematicas_outros_quais,retorno_fam_ori_fam_ado_judic_informa_decisoes,retorno_fam_ori_fam_ado_judic_nao_informa_decisoes,retorno_fam_ori_fam_ado_tempo_prepar_suficiente,retorno_fam_ori_fam_ado_tempo_prepar_insuficiente,freq_acompanh_fam_acolhedora,qtd_fam_processo_habilitacao,qtd_fam_aptas_ou_acolhendo,num_atual_fam_suficiente,imovel_sede_saf,espaco_fisico_sala_atendimento,espaco_fisico_espaco_reunioes,espaco_fisico_sala_equip_tec,espaco_fisico_sala_coord_adm,espaco_fisico_area_recepcao,espaco_fisico_copa,equipamentos_veiculo_exclusivo,equipamentos_veiculo_compartilhado,equipamentos_acervo_bibliog,equipamentos_mater_pedago,equipamentos_tel_fixo,equipamentos_cel,equipamentos_impressora,equipamentos_de_som,equipamentos_proj_imagens,equipamentos_bebedouro,equipamentos_comput_internet,equipamentos_qtd_comput_internet,equipe_tec_exclusiva_saf,coordenador_saf_situacao,capaci_equipe_tec_saf_presencial,capaci_equipe_tec_saf_ead,capaci_equipe_tec_saf_nao_faz,capaci_equipe_tec_saf_presencial_qtd,capaci_equipe_tec_saf_ead_qtd,IBGE7,nome_da_uf,Regiao,Município
354120,"3,5412E+12",PRESIDENTE BERNARDES,SP,25/05/2015,-221.072.727.595.766,-516.203.419.733.303,Governamental,,"Sim, por lei",2015,"1502,16",Não,Não,Sim,Não,Não,,"Sim, acolhem sempre que há demanda",0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,,12,Não,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Não,Não,,Não,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,0,6,Sim,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,2.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Sim,Não,,2.0,3541208,São Paulo,Região Sudeste,Presidente Bernardes
354140,"3,5414E+12",PRESIDENTE PRUDENTE,SP,14/02/1957,-22.099.000.759.798.100,-5.142.350.435.256.950,Não Governamental/Organização da Sociedade Civil,40000,"Sim, por lei",1993,1320,,,,,Sim,,"Sim, acolhem algumas vezes",1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Não,Sim,Semanalmente,3,3,Sim,O SFA não possui sede,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não há profissionais exclusivas(os) do serviço,Exerce exclusivamente a função de coordenador(a) deste serviço,Não,Não,Sim,,,3541406,São Paulo,Região Sudeste,Presidente Prudente
354200,"3,542E+12",QUINTANA,SP,03/12/2010,-2.207.162.157.095.010,-5.030.605.852.603.910,Governamental,,"Sim, por lei",2010,600,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",6,6.0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0.0,0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,0,2.0,0.0,4.0,0.0,0.0,0,1,0,3.0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,,4,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Quinzenalmente,3,8,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,6.0,Parte da equipe é exclusiva,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Não,Não,2.0,,3542008,São Paulo,Região Sudeste,Quintana
354240,"3,5424E+12",REGENTE FEIJO,SP,22/06/2018,-22.223.740.341.324.500,-5.131.183.862.686.150,Governamental,,"Sim, por lei",2018,1312,,,,,Sim,,"Sim, acolhem sempre que há demanda",1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,Não,Não,Não,Não,Não,Sim,Não,Não,,16,Sim,Sim,Sim,Sim,Não,Não,,Não,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Sim,Não,,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Quinzenalmente,3,1,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Não há coordenadora(or) neste serviço,Não,Sim,Não,,2.0,3542404,São Paulo,Região Sudeste,Regente Feijó
354260,"3,5426E+12",REGISTRO,SP,01/09/2017,-24.489.091.548.944.900,-4.783.996.582.031.250,Governamental,,Não,2017,,,,,,Sim,,Não acolhem,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,0,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,Não,,,,,,,,,,,,,,,Sim,,,,,,A família não é acompanhada,0,0,Não,O SFA não possui sede,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Não há coordenadora(or) neste serviço,Não,Não,Sim,,,3542602,São Paulo,Região Sudeste,Registro
354340,"3,5434E+12",RIBEIRAO PRETO,SP,23/12/2014,-211.491.824,-477.983.019,Não Governamental/Organização da Sociedade Civil,24590,"Sim, por lei",2014,1320,,,,,Sim,,Não acolhem,5,9.0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0.0,0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.0,1.0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,1.0,0,0,0,0,0,0,2,0,0,1.0,0,0,0.0,0.0,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,8,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Semanalmente,0,8,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,4.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Não,Sim,,,3543402,São Paulo,Região Sudeste,Ribeirão Preto
354580,"3,5458E+12",SANTA BARBARA DOESTE,SP,17/02/2022,-22.754.050.756.694.000,-47.417.292.594.909.600,Governamental,,"Sim, por lei",2022,1953,,,,,Sim,,"Sim, acolhem algumas vezes",7,4.0,1,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0.0,0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,2.0,5.0,0.0,0.0,0,0,2,2.0,0,0,0,0.0,1.0,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,7.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Sim,Não,"Formação continuada,",Sim,Sim,Sim,Sim,Sim,Não,"Confraternizações,",Sim,Sim,Sim,Sim,Sim,"Acompanhamento em atividades externas,",Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,,,,,Quinzenalmente,3,9,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,3.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Sim,Não,2.0,2.0,3545803,São Paulo,Região Sudeste,Santa Bárbara d'Oeste
354850,"3,5485E+12",SANTOS,SP,01/02/2005,-2.398.499.789.597.470,-46.301.922.798.156.700,Governamental,,"Sim, por lei",2004,"1218,32",Sim,Sim,Não,Não,Não,,"Sim, acolhem algumas vezes",5,14.0,1,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,0.0,0.0,0,0,0,2.0,0,2,0,2.0,2.0,0,0,0,4,0,0,0,0,0,5.0,0,0,0.0,0.0,1.0,Não,Não,Sim,Sim,Sim,Não,Sim,Não,"UBS e Feira de Artesanatos,",14,Não,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Semanalmente,3,8,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,7.0,Todas(os) as(os) profissionais são exclusivos,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Não,Não,4.0,,3548500,São Paulo,Região Sudeste,Santos
354880,"3,5488E+12",SAO CAETANO DO SUL,SP,01/06/2022,-236.154.335,-4.656.583.704.577.290,Governamental,,"Sim, por lei",2022,1320,,,,,Sim,,"Sim, acolhem algumas vezes",1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Não,Não,Sim,Não,Não,Não,,10,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Não,Não,,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semestralmente,0,2,Não,Imóvel compartilhado com CREAS,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Sim,Não,1.0,2.0,3548807,São Paulo,Região Sudeste,São Caetano do Sul
354890,"3,5489E+12",SAO CARLOS,SP,24/05/2013,-22.018.060.738.473.900,-47.888.181.209.564.200,Governamental,,"Sim, por lei",2014,1320,,,,,Sim,,"Sim, acolhem algumas vezes",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,6,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Quinzenalmente,4,0,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Não,Sim,,,3548906,São Paulo,Região Sudeste,São Carlos
354980,"3,5498E+12",SAO JOSE DO RIO PRETO,SP,01/10/1988,-20.828.791.923.695.600,-4.939.689.695.835.110,Não Governamental/Organização da Sociedade Civil,"39690,92","Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem algumas vezes",11,24.0,5,2,1,0,0,0,0,8,2,1,0,0,0,0,0,0.0,0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0.0,6.0,5.0,0.0,0.0,2,0,0,1.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,7.0,0,0,0.0,0.0,,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,8,Sim,Sim,Sim,Sim,Não,Não,,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,7,22,Sim,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,3.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,4.0,5.0,3549805,São Paulo,Região Sudeste,São José do Rio Preto
355000,"3,55E+12",SAO LUIS DO PARAITINGA,SP,07/07/2006,-233.539.629,-45.129.067,Não Governamental/Organização da Sociedade Civil,0,"Sim, por lei",2017,1300,Sim,Sim,Não,Não,Não,,"Sim, acolhem sempre que há demanda",5,5.0,1,2,0,1,0,0,0,4,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,3,0,0,0,0,0,1.0,0,0,0.0,0.0,5.0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,,0,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,,,,,Mensalmente,0,2,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,7.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Não,Não,2.0,,3550001,São Paulo,Região Sudeste,São Luís do Paraitinga
355030,"3,5503E+12",SAO PAULO,SP,02/07/2018,-236.500.810.945.737,-466.481.107.613.323,Não Governamental/Organização da Sociedade Civil,"24436,82","Sim, por lei",2018,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem algumas vezes",3,3.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,1,0,1,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,,18,Sim,Sim,Sim,Sim,Sim,Não,Encontro socioeducativo,Não,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,0,5,Não sabe informar,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,6.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,3.0,6.0,3550308,São Paulo,Região Sudeste,São Paulo
355030,"3,5503E+12",SAO PAULO,SP,18/11/2019,-236.675.838,-466.899.652,Não Governamental/Organização da Sociedade Civil,"61566,45","Sim, por lei",2019,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem algumas vezes",2,25.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,16,Sim,Sim,Sim,Sim,Sim,Não,CELEBRAÇÃO DE DATAS COMEMORATIVAS,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Quinzenalmente,3,18,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,8.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Sim,Não,7.0,7.0,3550308,São Paulo,Região Sudeste,São Paulo
355030,"3,5503E+12",SAO PAULO,SP,01/02/2020,-2.357.679.309.541.660,-46.633.135.378.360.700,Não Governamental/Organização da Sociedade Civil,"55329,74","Sim, por lei",2020,1212,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",12,26.0,5,2,0,0,0,0,0,7,4,0,1,0,0,0,0,0.0,0,0.0,3.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,8.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,,14,Sim,Sim,Sim,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,2,30,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,9.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,8.0,8.0,3550308,São Paulo,Região Sudeste,São Paulo
355030,"3,5503E+12",SAO PAULO,SP,20/07/2021,-23.529.208.784.908.100,-4.641.279.458.999.630,Não Governamental/Organização da Sociedade Civil,"64294,53","Sim, por outro instrumento normativo",2021,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem sempre que há demanda",1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,,4,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Semanalmente,3,3,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,4.0,Parte da equipe é exclusiva,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Não,Não,2.0,,3550308,São Paulo,Região Sudeste,São Paulo
