IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
313055,"3,13055E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313055,Imbé de Minas
313170,"3,1317E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Superior Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313170,"3,1317E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,313170,Itabira
313280,"3,1328E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313280,Itambé do Mato Dentro
313280,"3,1328E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313280,Itambé do Mato Dentro
313360,"3,1336E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313360,Itapeva
313360,"3,1336E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,313360,Itapeva
313360,"3,1336E+12",Feminino,Superior Incompleto,Outra formação de nível superior,Outro vínculo não permanente,Minas Gerais,313360,Itapeva
313360,"3,1336E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313360,Itapeva
313360,"3,1336E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,313360,Itapeva
313420,"3,1342E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313420,"3,1342E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313420,Ituiutaba
313530,"3,1353E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,313530,Japaraíba
313530,"3,1353E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,313530,Japaraíba
313530,"3,1353E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313530,Japaraíba
313530,"3,1353E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Minas Gerais,313530,Japaraíba
313530,"3,1353E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313530,Japaraíba
313670,"3,1367E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313670,"3,1367E+12",Feminino,Superior Completo,Administrador(a),Sem Vínculo,Minas Gerais,313670,Juiz de Fora
313700,"3,137E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,313700,Ladainha
313720,"3,1372E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313720,Lagoa da Prata
313720,"3,1372E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313720,Lagoa da Prata
313720,"3,1372E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313720,Lagoa da Prata
313720,"3,1372E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313720,Lagoa da Prata
313860,"3,1386E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,313860,Lima Duarte
313890,"3,1389E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,313890,Machacalis
313890,"3,1389E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,313890,Machacalis
313890,"3,1389E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,313890,Machacalis
313890,"3,1389E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,313890,Machacalis
313890,"3,1389E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Minas Gerais,313890,Machacalis
314000,"3,14E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314000,Mariana
314010,"3,1401E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314010,Marilac
314010,"3,1401E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314010,Marilac
314010,"3,1401E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314010,Marilac
314010,"3,1401E+12",Masculino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314010,Marilac
314010,"3,1401E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314010,Marilac
314210,"3,1421E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314210,Miradouro
314210,"3,1421E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314210,Miradouro
314330,"3,1433E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Médio Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Masculino,Médio Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Masculino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Assistente Social,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Masculino,Médio Completo,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Pedagoga(o),Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Enfermeira(o),Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,314330,Montes Claros
314330,"3,1433E+12",Masculino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,314330,Montes Claros
314380,"3,1438E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Minas Gerais,314380,Munhoz
314380,"3,1438E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314380,Munhoz
314535,"3,14535E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Superior Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314535,"3,14535E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,314535,Novo Oriente de Minas
314585,"3,14585E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314585,Oratórios
314590,"3,1459E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,314590,Ouro Branco
314590,"3,1459E+12",Feminino,Fundamental Incompleto,Profissional de nível médio,Sem Vínculo,Minas Gerais,314590,Ouro Branco
314590,"3,1459E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314590,Ouro Branco
314590,"3,1459E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314590,Ouro Branco
314590,"3,1459E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314590,Ouro Branco
314610,"3,1461E+12",Feminino,Superior Incompleto,Sem formação profissional,Terceirizada(o),Minas Gerais,314610,Ouro Preto
314610,"3,1461E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314610,Ouro Preto
314620,"3,1462E+12",Feminino,Fundamental Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,314620,Ouro Verde de Minas
314700,"3,147E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Pedagoga(o),Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314700,"3,147E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,314700,Paracatu
314720,"3,1472E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Minas Gerais,314720,Paraguaçu
314720,"3,1472E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,314720,Paraguaçu
314730,"3,1473E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314730,Paraisópolis
314750,"3,1475E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314750,Passabém
314790,"3,1479E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314790,Passos
314790,"3,1479E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314790,Passos
314850,"3,1485E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
314850,"3,1485E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,314850,Pavão
315010,"3,1501E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,315010,Piau
315010,"3,1501E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Minas Gerais,315010,Piau
315140,"3,1514E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,315140,Pitangui
315140,"3,1514E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315140,Pitangui
315140,"3,1514E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315140,Pitangui
315140,"3,1514E+12",Feminino,Especialização,Pedagoga(o),Outro vínculo não permanente,Minas Gerais,315140,Pitangui
315140,"3,1514E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315140,Pitangui
315140,"3,1514E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315140,Pitangui
315180,"3,1518E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Minas Gerais,315180,Poços de Caldas
315180,"3,1518E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,315180,Poços de Caldas
315180,"3,1518E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,315180,Poços de Caldas
315240,"3,1524E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315240,Poté
315240,"3,1524E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315240,Poté
315240,"3,1524E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315240,Poté
315240,"3,1524E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315240,Poté
315240,"3,1524E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315240,Poté
315290,"3,1529E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Minas Gerais,315290,Pratápolis
315290,"3,1529E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Minas Gerais,315290,Pratápolis
315420,"3,1542E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315420,Resende Costa
315420,"3,1542E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315420,Resende Costa
315420,"3,1542E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,315420,Resende Costa
315420,"3,1542E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,315420,Resende Costa
315540,"3,1554E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315540,Rio Novo
315800,"3,158E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,315800,Santa Maria de Itabira
315800,"3,158E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,315800,Santa Maria de Itabira
315800,"3,158E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,315800,Santa Maria de Itabira
315810,"3,1581E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,315810,Santa Maria do Salto
315810,"3,1581E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Minas Gerais,315810,Santa Maria do Salto
315850,"3,1585E+12",Feminino,Superior Completo,Assistente Social,Voluntária(o),Minas Gerais,315850,Santana de Pirapama
316150,"3,1615E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,316150,São Geraldo
316180,"3,1618E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,316180,São Gonçalo do Pará
316555,"3,16555E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Minas Gerais,316555,Setubinha
316555,"3,16555E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Minas Gerais,316555,Setubinha
316730,"3,1673E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,316730,Silveirânia
316730,"3,1673E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Servidor(a) Estatutário(a),Minas Gerais,316730,Silveirânia
316870,"3,1687E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,316870,Timóteo
316870,"3,1687E+12",Masculino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,316870,Timóteo
316870,"3,1687E+12",Masculino,Especialização,Outra formação de nível superior,Voluntária(o),Minas Gerais,316870,Timóteo
316870,"3,1687E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Minas Gerais,316870,Timóteo
317010,"3,1701E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317010,Uberaba
317010,"3,1701E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317010,Uberaba
317010,"3,1701E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317010,Uberaba
317020,"3,1702E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Incompleto,Nutricionista,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Enfermeira(o),Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Minas Gerais,317020,Uberlândia
317020,"3,1702E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Minas Gerais,317020,Uberlândia
317030,"3,1703E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317030,Umburatiba
317030,"3,1703E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317030,Umburatiba
317130,"3,1713E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317130,Viçosa
317130,"3,1713E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,317130,Viçosa
317180,"3,1718E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,317180,Virginópolis
317180,"3,1718E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Minas Gerais,317180,Virginópolis
317180,"3,1718E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,317180,Virginópolis
317180,"3,1718E+12",Feminino,Especialização,Psicóloga(o),Voluntária(o),Minas Gerais,317180,Virginópolis
317200,"3,172E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
317200,"3,172E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
317200,"3,172E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
